id,inventoryState,lastConnection,groupName
ISKIE074558,installed,1728696055,Raghunathpur TPS Domestic
ISKIE074401,installed,1728696055,Raghunathpur TPS Domestic
ISKIE074425,installed,1728700278,Raghunathpur TPS Domestic
ISKIE074406,installed,1728696056,Raghunathpur TPS Domestic
ISKIE074405,installed,1728285207,Raghunathpur TPS Domestic
ISKIE074403,installed,1728701114,Raghunathpur TPS Domestic
ISKIE074427,installed,1728285208,Raghunathpur TPS Domestic
ISKIE074316,installed,1728696057,Raghunathpur TPS Domestic
ISKIE074563,installed,1728696058,Raghunathpur TPS Domestic
ISKIE074208,installed,1728699221,Raghunathpur TPS Domestic
ISKIE074566,installed,1701671816,Raghunathpur TPS Domestic
ISKIE074315,installed,1709111876,Raghunathpur TPS Domestic
ISKIE074385,installed,1726215987,Raghunathpur TPS Domestic
ISKIE074183,installed,1728655256,Raghunathpur TPS Domestic
ISKIE074170,installed,1728696061,Raghunathpur TPS Domestic
ISKIE074238,installed,1728696061,Raghunathpur TPS Domestic
ISKIE067910,installed,1728285209,Raghunathpur TPS Domestic
ISKIE074312,installed,1728698309,Raghunathpur TPS Domestic
ISKIE067968,installed,1728704622,Raghunathpur TPS Domestic
ISKIE074582,installed,1728704665,Raghunathpur TPS Domestic
ISKIE074163,installed,1728285210,Raghunathpur TPS Domestic
ISKIE074614,installed,1728704665,Raghunathpur TPS Domestic
ISKIE074171,installed,1728704666,Raghunathpur TPS Domestic
ISKIE074485,installed,1728704666,Raghunathpur TPS Domestic
ISKIE074334,installed,1728704667,Raghunathpur TPS Domestic
ISKIE074621,installed,1728704667,Raghunathpur TPS Domestic
ISKIE074615,uninstalled,1728285211,Raghunathpur TPS Domestic
ISKIE074622,installed,1728704668,Raghunathpur TPS Domestic
ISKIE074575,installed,1728704668,Raghunathpur TPS Domestic
ISKIE074229,installed,1728704669,Raghunathpur TPS Domestic
ISKIE074410,installed,1728704679,Raghunathpur TPS Domestic
ISKIE074486,uninstalled,1728025460,Raghunathpur TPS Domestic
ISKIE074213,installed,1728690291,Raghunathpur TPS Domestic
ISKIE074215,installed,1728704680,Raghunathpur TPS Domestic
ISKIE074358,installed,1728704681,Raghunathpur TPS Domestic
ISKIE074237,installed,1728704681,Raghunathpur TPS Domestic
ISKIE074559,installed,1728704681,Raghunathpur TPS Domestic
ISKIE074564,installed,1707047469,Raghunathpur TPS Domestic
ISKIE074185,installed,1728704682,Raghunathpur TPS Domestic
ISKIE074186,installed,1728704683,Raghunathpur TPS Domestic
ISKIE074308,installed,1727964114,Raghunathpur TPS Domestic
ISKIE074242,installed,1728704683,Raghunathpur TPS Domestic
ISKIE074240,installed,1728285214,Raghunathpur TPS Domestic
ISKIE074487,installed,1728704684,Raghunathpur TPS Domestic
ISKIE074484,installed,1728704705,Raghunathpur TPS Domestic
ISKIE074214,installed,1728690325,Raghunathpur TPS Domestic
ISKIE074231,installed,1728704705,Raghunathpur TPS Domestic
ISKIE074319,installed,1728696379,Raghunathpur TPS Domestic
ISKIE074413,installed,1728704706,Raghunathpur TPS Domestic
ISKIE074162,installed,1728704706,Raghunathpur TPS Domestic
ISKIE074499,installed,1728704707,Raghunathpur TPS Domestic
ISKIE074454,installed,1728704707,Raghunathpur TPS Domestic
ISKIE074501,installed,1728704707,Raghunathpur TPS Domestic
ISKIE074570,installed,1728704708,Raghunathpur TPS Domestic
